vernacular	tree	leaf	la	ldmc	lt	sla	tlp
CASTA	6568	4	122.24227330316742	0.4481009615384615	0.21866666666666668	65.5781473281418	NA
CASTA	6568	5	93.36776108597284	0.43868902439024393	0.24066666666666667	64.89100239656423	NA
CASTA	6617	1	67.4227330316742	NA	0.23266666666666663	NA	NA
CASTA	6617	2	100.78122352941176	NA	0.168	NA	NA
CASTA	6617	3	163.92540452488686	NA	0.20533333333333337	NA	NA
CASTA	6617	4	125.23224253393664	NA	0.15766666666666668	NA	NA
CASTA	6617	5	107.12713846153844	NA	0.18666666666666665	NA	NA
CEDRU	123	3	26.67419366515837	0.4167058823529412	0.25866666666666666	75.32087349990164	NA
CEDRU	123	4	29.190316742081443	0.3982352941176471	0.249	86.23843547190492	NA
CEDRU	123	5	28.764412669683253	0.4175581395348837	0.25666666666666665	80.1021760031048	NA
CEDRU	278	3	33.04296470588235	0.4158904109589041	0.20366666666666663	108.94917699521281	NA
CEDRU	278	4	29.55880180995475	0.3492537313432836	0.197	126.41257686506553	NA
CEDRU	278	5	27.37464977375565	0.40871428571428575	0.21166666666666667	95.75712064730712	NA
CEDRU	292	3	21.31973212669683	0.3448275862068966	0.23933333333333337	106.70179185520358	NA
CEDRU	292	4	17.244097737556558	0.32295454545454544	0.214	121.3596950716626	NA
CEDRU	292	5	18.57365429864253	0.3823404255319149	0.24033333333333332	103.37939804148189	NA
CEDRU	527	3	26.527858823529407	0.3790588235294118	0.26966666666666667	82.43386671385358	NA
CEDRU	527	4	22.171819004524885	0.3522448979591837	0.20866666666666667	128.5434058818286	NA
CEDRU	527	5	20.54792036199095	0.37773584905660373	0.22266666666666668	102.79846849982596	NA
CEDRU	1623	3	31.769433484162896	0.40691358024691354	0.23366666666666663	96.41659710934411	NA
CEDRU	1623	4	25.822664253393665	0.4165671641791045	0.22933333333333333	92.52218913086827	NA
CEDRU	1623	5	23.69676742081447	0.4131578947368421	0.216	100.65162213832126	NA
COPAI	6894	3	50.98946968325791	NA	0.17533333333333334	NA	NA
COPAI	6894	4	22.10715294117647	NA	0.206	NA	NA
COPAI	6897	3	23.157419004524883	NA	0.169	NA	NA
COPAI	6897	4	47.37820452488688	0.526697247706422	0.17933333333333332	84.98662868735718	NA
COPAI	6897	5	28.98461176470588	0.5162686567164179	0.18133333333333335	83.82942262234135	NA
COPAI	6898	3	54.13357828054298	0.5265546218487396	0.18666666666666668	86.47663393477403	NA
COPAI	6898	4	55.6030588235294	0.5123015873015873	0.192	86.49705619481898	NA
COPAI	6898	5	47.32050678733031	0.5183673469387755	0.17066666666666666	93.33112195817151	NA
COPAI	6910	3	8.756955656108596	0.53	0.158	103.27256040297105	NA
COPAI	6910	4	4.949741176470588	0.4171428571428571	0.217	84.75584206285254	NA
COPAI	6910	5	9.701860633484165	0.4924	0.20733333333333337	78.81284023951393	NA
CUPIU	8116	1	35.03395475113122	NA	NA	104.67355556873889	NA
CUPIU	8116	2	33.3676886877828	NA	NA	105.85153618549602	NA
CUPIU	8116	3	43.357201809954745	NA	NA	96.99722433113668	NA
CUPIU	8116	4	39.01091764705882	NA	NA	95.5447407471438	NA
CUPIU	8116	5	43.86115113122172	NA	NA	99.82055332549321	NA
CUPIU	8188	1	13.8675257918552	NA	NA	119.19824105165944	NA
CUPIU	8188	2	11.145976470588234	NA	NA	116.65150860855033	NA
CUPIU	8188	3	12.576713122171943	NA	NA	116.66709760827405	NA
CUPIU	8188	4	4.804242533936652	NA	NA	165.10382360715894	NA
CUPIU	8188	5	19.329020814479637	NA	NA	92.26262918606032	NA
CUPIU	8383	1	39.50539004524886	NA	NA	NA	NA
CUPIU	8383	2	32.0827294117647	NA	NA	NA	NA
CUPIU	8383	3	14.295659728506786	NA	NA	NA	NA
CUPIU	8383	4	24.622718552036197	NA	NA	NA	NA
CUPIU	8383	5	21.8225665158371	NA	NA	NA	NA
CUPIU	8452	3	21.296876018099542	NA	NA	172.44434022752665	NA
CUPIU	8452	4	26.315464253393664	NA	NA	106.2821658053056	NA
CUPIU	8452	5	16.531934841628956	NA	NA	128.55314806865442	NA
CUPIU	9103	3	14.20785882352941	NA	NA	188.43314089561554	NA
CUPIU	9103	4	12.262023529411763	NA	NA	98.80760297672654	NA
CUPIU	9103	5	13.58461176470588	NA	NA	100.77605166695756	NA
FAVA	5455	1	39.480582805429854	NA	0.184	NA	NA
FAVA	6513	1	29.98554208144796	0.45517857142857143	0.15266666666666667	58.88002925466289	NA
FAVA	6513	2	52.41268054298642	0.44742138364779876	0.201	73.86111892043856	NA
FAVA	6513	3	37.92943348416289	0.431865671641791	0.16866666666666666	65.63303143963651	NA
FAVA	6513	4	28.99380995475113	0.4346875	0.19966666666666663	69.56169211034522	NA
FAVA	6513	5	86.63050497737555	0.48305785123966943	0.24366666666666667	78.99947435445847	NA
FAVAO	5685	1	72.79865701357465	0.4036423841059603	0.195	123.97331838648249	NA
FAVAO	5685	2	132.56933212669682	0.4417784256559767	0.21733333333333335	90.74063436805814	NA
FAVAO	5685	3	124.13598552036196	0.47237142857142855	0.23766666666666664	78.92040955795798	NA
FAVAO	5685	4	97.31545701357464	0.434963768115942	0.21466666666666667	85.58857037320423	NA
FAVAO	5685	5	68.54965067873302	0.4701149425287356	0.264	85.99186626691301	NA
FREIJ	6416	3	23.113657918552033	NA	0.23566666666666664	NA	NA
FREIJ	6416	4	17.22820995475113	NA	0.25133333333333335	NA	NA
FREIJ	6416	5	19.570124886877828	NA	0.203	NA	NA
FREIJ	6564	3	66.25428416289591	0.40350364963503643	0.23133333333333336	119.86730490927307	NA
FREIJ	6564	4	31.895420814479632	0.4066233766233766	0.2613333333333333	101.8724273828638	NA
FREIJ	6564	5	29.043424434389134	0.3968	0.252	97.59215199727532	NA
FREIJ	7121	3	42.489784615384615	0.40481132075471693	0.268	99.08956028138448	NA
FREIJ	7121	4	39.34205248868778	0.43321839080459773	0.25166666666666665	104.39953466538766	NA
FREIJ	7121	5	86.87467511312217	0.41933628318584076	0.28833333333333333	91.67778527389721	NA
FREIJ	7134	3	114.43440361990947	NA	0.253	NA	NA
FREIJ	7134	4	72.71893936651583	0.365703125	0.37766666666666665	77.81838006923144	NA
FREIJ	7134	5	112.66500633484162	0.42757412398921835	0.42633333333333334	71.15081026082207	NA
JARAN	4646	3	84.62975927601809	0.35202312138728326	0.1673333333333333	140.694731367348	NA
JARAN	4646	4	161.2534696832579	0.4208108108108108	0.182	116.07252606096536	NA
JARAN	4646	5	73.25243438914026	0.4267123287671233	0.175	118.22083481620824	NA
JARAN	6248	3	91.26360542986426	0.48120481927710845	0.18666666666666668	114.95643918366235	NA
JARAN	6248	4	85.24548054298641	0.45559006211180125	0.17	116.21856406555068	NA
JARAN	6248	5	36.86188597285067	0.4751515151515151	0.27	118.1060116354234	NA
JARAN	6515	3	48.36854298642533	0.24552083333333333	0.23566666666666664	205.9348700414861	NA
JARAN	6515	4	47.77093936651583	0.2300943396226415	0.248	196.57821338394376	NA
JARAN	6515	5	49.03164886877828	0.25595505617977526	0.24733333333333335	215.59596216415923	NA
JARAN	6517	3	72.11018642533936	0.46064	0.18166666666666667	125.24881848429648	NA
JARAN	6517	4	68.71382443438914	0.478076923076923	0.15	138.33780482921554	NA
JARAN	6517	5	136.3801701357466	0.47600000000000003	0.13233333333333333	133.5780527511436	NA
JARAN	6947	3	46.38786606334841	0.5593749999999998	0.19766666666666663	74.20527313632802	NA
JARAN	6947	4	41.25304615384615	0.5972043010752688	0.224	74.27828787535623	NA
JARAN	6947	5	50.05013936651583	0.5766129032258064	0.19833333333333333	70.00292377305952	NA
JUTAI	5961	3	17.044524886877827	0.4572727272727273	0.19366666666666665	169.43421822009122	NA
JUTAI	5961	4	20.159366515837103	0.4116666666666667	0.211	163.25404949896495	NA
JUTAI	5961	5	16.030215384615385	0.38625000000000004	0.182	172.94377327729694	NA
PARAP	1391	3	27.79497918552036	0.4659154929577465	0.22766666666666668	84.04458135221348	NA
PARAP	1391	4	100.05428778280542	0.447431906614786	0.246	87.08231721113661	NA
PARAP	2035	3	111.88845610859728	0.4646335697399527	0.37166666666666665	56.940021650573016	NA
PARAP	2035	4	120.83940995475112	0.43426433915211976	0.2846666666666667	69.45244763276231	NA
PARAP	2035	5	82.21035656108596	0.45883211678832114	0.336	65.39894587267834	NA
PARAP	5375	3	56.60148054298642	0.43360759493670886	0.22466666666666668	82.63289105993047	NA
PARAP	5375	4	186.74360542986423	0.4479563492063492	0.22866666666666668	83.00039302401414	NA
PARAP	5375	5	103.78652307692306	0.4477477477477478	0.23266666666666663	69.61296709366302	NA
PARAP	5887	3	47.948771040723976	NA	0.235	NA	NA
PARAP	5887	4	33.587330316742076	NA	0.26933333333333337	NA	NA
PARAP	5887	5	29.031996380090497	0.4707692307692308	0.24266666666666667	79.06696635416358	NA
PEQUI	5950	1	171.97382081447964	NA	0.19733333333333333	NA	NA
PEQUI	5950	2	133.89359276018098	NA	0.23566666666666664	NA	NA
PEQUI	5950	3	194.9107619909502	NA	0.19333333333333333	NA	NA
PEQUI	5950	4	134.26152036199093	0.4384671532846715	0.23266666666666663	112.37414268572033	NA
PEQUI	5950	5	121.94040542986424	0.4487755102040816	0.2	110.97630802977083	NA
PEQUI	5953	1	115.07047239819003	NA	0.19133333333333333	NA	NA
PEQUI	5953	2	189.73441085972848	0.3012181303116147	0.18566666666666667	178.5511425413838	NA
PEQUI	5953	3	164.6445357466063	NA	0.19033333333333333	NA	NA
PEQUI	5953	4	101.25980814479637	NA	0.152	NA	NA
PEQUI	5953	5	89.70855384615385	NA	0.15766666666666668	NA	NA
PIQUI	5968	3	174.99222081447962	0.24814935064935065	0.15766666666666668	228.9611515697977	NA
PIQUI	5968	4	321.0750877828054	NA	0.21566666666666667	NA	NA
PIQUI	5968	5	92.16948778280542	NA	0.19166666666666668	NA	NA
PIQUI	5971	3	105.8340959276018	NA	0.293	NA	NA
PIQUI	5971	4	98.6949067873303	NA	0.23933333333333337	NA	NA
PIQUI	5971	5	162.13677466063348	NA	0.17833333333333334	NA	NA
PIQUI	6510	3	30.31667692307692	0.4004109589041096	0.42333333333333334	103.73198056295598	NA
PIQUI	6510	4	26.82220090497737	0.4105	0.48633333333333334	108.90053148590083	NA
PIQUI	6510	5	35.853151131221715	0.38261904761904764	0.29000000000000004	111.58340630781056	NA
QUARU	7333	3	19.64900633484163	NA	0.267	NA	NA
QUARU	7333	4	27.190685972850673	NA	0.224	NA	NA
QUARU	7333	5	21.89224977375565	0.29523809523809524	0.17833333333333334	176.6335717413516	NA
QUARU	7334	3	19.595210859728507	NA	NA	71.85833636153963	NA
QUARU	7334	4	23.34472760180995	NA	NA	66.81331650094327	NA
QUARU	7334	5	25.30812307692307	NA	NA	99.75610199812012	NA
QUARU	7541	3	16.633114932126695	0.4730232558139535	0.24333333333333332	81.78498556218493	NA
QUARU	7541	4	17.801006334841627	0.4083673469387755	0.24333333333333332	88.96194436718292	NA
QUARU	7541	5	12.970841628959274	0.48333333333333334	0.24833333333333332	81.3411140583554	NA
QUARU	7589	3	21.79525067873303	0.47727272727272724	0.25966666666666666	83.04863951734538	NA
QUARU	7589	4	18.79468959276018	0.48189655172413803	0.274	67.24396992042998	NA
QUARU	7589	5	21.165035294117644	0.4383076923076923	0.2713333333333333	74.29032652562064	NA
QUARU	8499	3	22.89485248868778	0.45241379310344837	0.22433333333333333	87.25278666813817	NA
QUARU	8499	4	15.914262443438911	0.41024999999999995	0.21666666666666667	96.97905206239435	NA
QUARU	8499	5	18.202939366515835	0.4530952380952381	0.22433333333333333	95.65977035545208	NA
VIROL	6404	3	49.153176470588235	NA	0.12966666666666668	NA	NA
VIROL	6404	4	36.10066606334841	NA	0.14166666666666666	NA	NA
VIROL	6631	3	13.937209049773754	0.3952	0.201	141.06769010936668	NA
VIROL	6631	4	14.724629864253393	0.3839285714285714	0.20133333333333336	136.9784867936441	NA
VIROL	6631	5	16.759380995475112	NA	0.194	NA	NA
VIROL	6632	3	45.866356561085965	0.4571264367816092	0.15066666666666667	115.61218181011402	NA
VIROL	6632	4	43.73070407239819	0.4096842105263158	0.17133333333333334	112.36049350564797	NA
VIROL	6632	5	25.07287239819004	0.45687500000000003	0.18566666666666667	114.42416739399115	NA
VIROL	6636	3	32.74444162895927	0.3932835820895522	0.241	124.26733066018699	NA
VIROL	6636	4	19.31313303167421	0.41361111111111115	0.18233333333333332	129.7053930938496	NA
VIROL	6636	5	31.507145701357462	0.44553846153846155	0.24966666666666668	108.7953926151846	NA
VIROL	6637	3	29.887706787330316	0.49594202898550727	0.208	87.33987956554739	NA
VIROL	6637	4	37.05281809954751	0.48696202531645566	0.21666666666666667	96.31613750857164	NA
VIROL	6637	5	27.509835294117643	0.47944444444444445	0.18133333333333332	106.25660600277189	NA
QUARU	7734	1	NA	NA	0.264	NA	NA
QUARU	7734	2	NA	NA	0.253	NA	NA
QUARU	7734	3	NA	NA	0.254	NA	NA
QUARU	7734	4	NA	NA	0.274	NA	NA
QUARU	7734	5	NA	NA	0.22766666666666668	NA	NA
CUPUI	8833	3	NA	NA	0.21366666666666667	NA	NA
CUPUI	8833	4	NA	NA	0.155	NA	NA
CUPUI	8833	5	NA	NA	0.18	NA	NA
CUPUI	8188	3	NA	NA	0.21266666666666667	NA	NA
CUPUI	8188	4	NA	NA	0.19266666666666665	NA	NA
CUPUI	8188	5	NA	NA	0.262	NA	NA
CUPUI	8116	3	NA	NA	0.238	NA	NA
CUPUI	8116	4	NA	NA	0.228	NA	NA
CUPUI	8116	5	NA	NA	0.22533333333333333	NA	NA
CUPUI	9103	1	NA	NA	0.16333333333333333	NA	NA
CUPUI	9103	2	NA	NA	0.17933333333333332	NA	NA
CUPUI	9103	3	NA	NA	0.128	NA	NA
CUPUI	9103	4	NA	NA	0.199	NA	NA
CUPUI	9103	5	NA	NA	0.19333333333333333	NA	NA
CUPUI	8452	1	NA	NA	0.16933333333333334	NA	NA
CUPUI	8452	2	NA	NA	0.14733333333333332	NA	NA
CUPUI	8452	3	NA	NA	0.14533333333333331	NA	NA
CUPUI	8452	4	NA	NA	0.19466666666666663	NA	NA
CUPUI	8452	5	NA	NA	0.17466666666666666	NA	NA
CASTA	6617	1	NA	NA	NA	NA	NA
CASTA	6617	4	NA	NA	NA	NA	NA
FREIJ	7134	3	NA	NA	NA	NA	NA
QUARU	7333	3	NA	NA	NA	NA	NA
QUARU	7333	4	NA	NA	NA	NA	NA
VIROL	6404	1	NA	NA	NA	NA	NA
VIROL	6404	2	NA	NA	NA	NA	NA
VIROL	6404	3	NA	NA	NA	NA	NA
VIROL	6404	4	NA	NA	NA	NA	NA
COPAI	6894	3	NA	NA	NA	NA	NA
COPAI	6894	4	NA	NA	NA	NA	NA
COPAI	6897	3	NA	NA	NA	NA	NA
CASTA	6617	2	NA	NA	NA	NA	NA
CASTA	6617	3	NA	NA	NA	NA	NA
CASTA	6617	5	NA	NA	NA	NA	NA
PARAP	5887	4	NA	NA	NA	NA	NA
PARAP	5887	2	NA	NA	NA	NA	NA
PARAP	5887	3	NA	NA	NA	NA	NA
PARAP	1391	2	NA	NA	NA	NA	NA
PARAP	2035	2	NA	NA	NA	NA	NA
PARAP	276	2	NA	NA	NA	NA	NA
PARAP	276	1	NA	NA	NA	NA	NA
VIROL	6631	1	NA	NA	NA	NA	NA
VIROL	6631	2	NA	NA	NA	NA	NA
VIROL	6631	5	NA	NA	NA	NA	NA
PIQUI	6510	1	NA	NA	NA	NA	NA
PIQUI	6510	2	NA	NA	NA	NA	NA
PIQUI	5968	4	NA	NA	NA	NA	NA
PIQUI	5968	5	NA	NA	NA	NA	NA
PIQUI	5971	3	NA	NA	NA	NA	NA
PIQUI	5971	4	NA	NA	NA	NA	NA
PIQUI	5971	5	NA	NA	NA	NA	NA
FAVA	5455	1	NA	NA	NA	NA	NA
FREIJ	6416	5	NA	NA	NA	NA	NA
FREIJ	6416	4	NA	NA	NA	NA	NA
FREIJ	6416	3	NA	NA	NA	NA	NA
FREIJ	6416	2	NA	NA	NA	NA	NA
FREIJ	6416	1	NA	NA	NA	NA	NA
CUPIU	8833	1	NA	NA	NA	NA	NA
CUPIU	8833	2	NA	NA	NA	NA	NA
CUPIU	8833	3	NA	NA	NA	NA	NA
CUPIU	8833	4	NA	NA	NA	NA	NA
CUPIU	8833	5	NA	NA	NA	NA	NA
PEQUI	5953	1	NA	NA	NA	NA	NA
PEQUI	5953	3	NA	NA	NA	NA	NA
PEQUI	5953	4	NA	NA	NA	NA	NA
PEQUI	5953	5	NA	NA	NA	NA	NA
PEQUI	5950	1	NA	NA	NA	NA	NA
PEQUI	5950	2	NA	NA	NA	NA	NA
PEQUI	5950	3	NA	NA	NA	NA	NA
